Kudos Date,Kudos Type,Parent ID
"Dec 28, 2020, 4:45:18 AM",Activity,4522130426
"Dec 29, 2020, 7:22:45 AM",Activity,4531949429
"Dec 29, 2020, 7:22:58 AM",Activity,4532396828
"Dec 31, 2020, 12:44:49 AM",Activity,4541785165
"Dec 31, 2020, 12:44:58 AM",Activity,4541325425
"Dec 31, 2020, 12:45:44 AM",Activity,4541595343
"Dec 31, 2020, 3:20:26 AM",Activity,4541789863
"Dec 31, 2020, 3:21:22 AM",Activity,4541766617
"Jan 1, 2021, 12:51:05 AM",Activity,4545596480
"Jan 1, 2021, 12:51:23 AM",Activity,4545753140
"Jan 1, 2021, 12:51:25 AM",Activity,4546772997
"Jan 2, 2021, 8:07:58 PM",Activity,4555736913
"Jan 4, 2021, 12:26:07 AM",Activity,4563625136
"Jan 11, 2021, 4:09:53 AM",Activity,4600285162
"Jan 11, 2021, 4:10:29 AM",Activity,4595301914
"Jan 12, 2021, 4:05:41 PM",Activity,4606057353
"Jan 12, 2021, 4:05:44 PM",Activity,4604818829
"Jan 12, 2021, 4:05:48 PM",Activity,4609134929
"Jan 15, 2021, 3:19:15 PM",Activity,4620272847
"Jan 15, 2021, 3:19:24 PM",Activity,4624459479
"Jan 16, 2021, 12:31:53 AM",Activity,4625158631
"Jan 17, 2021, 6:17:18 PM",Activity,4631682360
"Jan 17, 2021, 6:17:18 PM",Activity,4632104518
"Jan 18, 2021, 4:26:34 AM",Activity,4639388569
"Jan 18, 2021, 4:26:58 AM",Activity,4638109480
"Jan 20, 2021, 6:07:48 PM",Activity,4649199511
"Jan 21, 2021, 2:32:08 AM",Activity,4653562478
"Jan 21, 2021, 10:17:27 PM",Activity,4658970756
"Jan 21, 2021, 10:17:30 PM",Activity,4655267909
"Jan 22, 2021, 4:46:30 AM",Activity,4660198937
"Jan 24, 2021, 6:59:50 AM",Activity,4671005127
"Jan 24, 2021, 7:00:20 AM",Activity,4669789725
